262,Little PrincessA,Children's
263,Ladybird Ladybird,Drama
264,EnferL',Drama
265,Like Water for Chocolate (Como agua para chocolate),Drama
266,Legends of the Fall,Drama
267,Major Payne,Comedy
268,Little Odessa,Drama
269,My Crazy Life (Mi vida loca),Drama
270,Love Affair,Drama
271,Losing Isaiah,Drama
272,Madness of King GeorgeThe,Drama
273,Mary Shelley's Frankenstein,Drama
274,Man of the House,Comedy
275,Mixed Nuts,Comedy
276,Milk Money,Comedy
277,Miracle on 34th Street,Drama
278,Miami Rhapsody,Comedy
279,My Family,Drama
280,Murder in the First,Drama
281,Nobody's Fool,Drama
282,Nell,Drama
283,New Jersey Drive,Crime
284,New York Cop,Action
285,Beyond Bedlam,Drama
286,Nemesis 2: Nebula,Action
287,Nina Takes a Lover,Comedy
288,Natural Born Killers,Action
289,Only You,Comedy
290,Once Were Warriors,Crime
291,Poison Ivy II,Thriller
292,Outbreak,Action
293,ProfessionalThe (a.k.a. Leon: The Professional),Crime
294,Perez FamilyThe,Comedy
295,Pyromaniac's Love StoryA,Comedy
296,Pulp Fiction,Crime
297,Panther,Drama
298,Pushing Hands,Comedy
299,Priest,Drama
300,Quiz Show,Drama
301,Picture Bride,Drama
302,Queen Margot (La Reine Margot),Drama
303,Quick and the DeadThe,Action
304,Roommates,Comedy
305,Ready to Wear (Pret-A-Porter),Comedy
306,Three Colors: Red,Drama
307,Three Colors: Blue,Drama
308,Three Colors: White,Drama
309,Red FirecrackerGreen Firecracker,Drama
310,Rent-a-Kid,Comedy
311,Relative Fear,Horror
312,Stuart Saves His Family,Comedy
313,Swan PrincessThe,Animation
314,Secret of Roan InishThe,Drama
315,SpecialistThe,Action
316,Stargate,Action
317,Santa ClauseThe,Children's
318,Shawshank RedemptionThe,Drama
319,Shallow Grave,Thriller
320,Suture,Film-Noir
321,Strawberry and Chocolate (Fresa y chocolate),Drama
322,Swimming with Sharks,Comedy
324,Sum of UsThe,Comedy
325,National Lampoon's Senior Trip,Comedy
326,To Live (Huozhe),Drama
327,Tank Girl,Action
328,Tales From the Crypt Presents: Demon Knight,Horror
329,Star Trek: Generations,Action
330,Tales from the Hood,Comedy
331,Tom & Viv,Drama
332,Village of the Damned,Horror
333,Tommy Boy,Comedy
334,Vanya on 42nd Street,Drama
335,UnderneathThe,Mystery
336,Walking DeadThe,Drama
337,What's Eating Gilbert Grape,Drama
338,Virtuosity,Sci-Fi
339,While You Were Sleeping,Comedy
340,WarThe,Adventure
341,Double Happiness,Drama
342,Muriel's Wedding,Comedy
343,Baby-Sitters ClubThe,Children's
344,Ace Ventura: Pet Detective,Comedy
345,Adventures of PriscillaQueen of the DesertThe,Comedy
346,Backbeat,Drama
347,Bitter Moon,Drama
348,Bullets Over Broadway,Comedy
349,Clear and Present Danger,Action
350,ClientThe,Drama
351,CorrinaCorrina,Comedy
352,Crooklyn,Comedy
353,CrowThe,Action
354,Cobb,Drama
355,FlintstonesThe,Children's
356,Forrest Gump,Comedy
357,Four Weddings and a Funeral,Comedy
358,Higher Learning,Drama
359,I Like It Like That,Comedy
360,I Love Trouble,Action
361,It Could Happen to You,Drama
362,Jungle BookThe,Adventure
363,WonderfulHorrible Life of Leni RiefenstahlThe (Die Macht der Bilder),Documentary
364,Lion KingThe,Animation
365,Little Buddha,Drama
366,Wes Craven's New Nightmare,Horror
367,MaskThe,Comedy
368,Maverick,Action
369,Mrs. Parker and the Vicious Circle,Drama
370,Naked Gun 33 1/3: The Final Insult,Comedy
371,PaperThe,Comedy
372,Reality Bites,Comedy
373,Red Rock West,Thriller
374,Richie Rich,Children's
375,Safe Passage,Drama
376,River WildThe,Action
377,Speed,Action
378,Speechless,Comedy
379,Timecop,Action
380,True Lies,Action
381,When a Man Loves a Woman,Drama
382,Wolf,Drama
383,Wyatt Earp,Western
384,Bad Company,Action
385,Man of No ImportanceA,Drama
386,S.F.W.,Drama
387,Low Down Dirty ShameA,Action
388,Boys Life,Drama
389,Colonel ChabertLe,Drama
390,Faster Pussycat! Kill! Kill!,Action
391,Jason's Lyric,Crime
392,Secret Adventures of Tom ThumbThe,Adventure
393,Street Fighter,Action
394,Coldblooded,Action
395,Desert Winds,Drama
396,Fall Time,Drama
397,FearThe,Horror
398,Frank and Ollie,Documentary
399,Girl in the Cadillac,Drama
400,Homage,Drama
401,Mirage,Action
402,Open Season,Comedy
403,Two Crimes,Comedy
404,Brother Minister: The Assassination of Malcolm X,Documentary
405,Highlander III: The Sorcerer,Action
406,Federal Hill,Drama
407,In the Mouth of Madness,Horror
408,8 Seconds,Drama
409,Above the Rim,Drama
410,Addams Family Values,Comedy
411,You So Crazy,Comedy
412,Age of InnocenceThe,Drama
413,Airheads,Comedy
414,Air Up ThereThe,Comedy
415,Another Stakeout,Comedy
416,Bad Girls,Western
417,Barcelona,Comedy
418,Being Human,Drama
419,Beverly HillbilliesThe,Comedy
420,Beverly Hills Cop III,Action
421,Black Beauty,Adventure
422,Blink,Thriller
423,Blown Away,Action
424,Blue Chips,Drama
425,Blue Sky,Drama
426,Body Snatchers,Horror
427,Boxing Helena,Mystery
428,Bronx TaleA,Drama
429,Cabin Boy,Comedy
430,Calendar Girl,Drama
431,Carlito's Way,Crime
432,City Slickers II: The Legend of Curly's Gold,Comedy
433,Clean Slate,Comedy
434,Cliffhanger,Action
435,Coneheads,Comedy
436,Color of Night,Drama
437,Cops and Robbersons,Comedy
438,Cowboy WayThe,Action
439,Dangerous Game,Drama
440,Dave,Comedy
441,Dazed and Confused,Comedy
442,Demolition Man,Action
443,Endless Summer 2The,Documentary
444,Even Cowgirls Get the Blues,Comedy
445,Fatal Instinct,Comedy
446,Farewell My Concubine,Drama
447,FavorThe,Comedy
448,Fearless,Drama
449,Fear of a Black Hat,Comedy
450,With Honors,Comedy
451,Flesh and Bone,Drama
452,Widows' Peak,Drama
453,For Love or Money,Comedy
454,FirmThe,Drama
455,Free Willy,Adventure
456,Fresh,Drama
457,FugitiveThe,Action
458,Geronimo: An American Legend,Drama
459,GetawayThe,Action
460,Getting Even with Dad,Comedy
461,Go Fish,Drama
462,Good Man in AfricaA,Action
463,Guilty as Sin,Crime
464,Hard Target,Action
465,Heaven & Earth,Action
466,Hot Shots! Part Deux,Action
467,Live Nude Girls,Comedy
468,Englishman Who Went Up a HillBut Came Down a MountainThe,Comedy
469,House of the SpiritsThe,Drama
470,House Party 3,Comedy
471,Hudsucker ProxyThe,Comedy
472,I'll Do Anything,Comedy
473,In the Army Now,Comedy
474,In the Line of Fire,Action
475,In the Name of the Father,Drama
476,InkwellThe,Comedy
477,What's Love Got to Do with It?,Drama
478,Jimmy Hollywood,Comedy
479,Judgment Night,Action
480,Jurassic Park,Action
481,Kalifornia,Drama
482,Killing Zoe,Thriller
483,King of the Hill,Drama
484,Lassie,Adventure
485,Last Action Hero,Action
486,Life with Mikey,Comedy
487,Lightning Jack,Comedy
488,M. Butterfly,Drama
489,Made in America,Comedy
490,Malice,Thriller
491,Man Without a FaceThe,Drama
492,Manhattan Murder Mystery,Comedy
493,Menace II Society,Action
494,Executive Decision,Action
495,In the Realm of the Senses (Ai no corrida),Drama
496,What Happened Was...,Comedy
497,Much Ado About Nothing,Comedy
498,Mr. Jones,Drama
499,Mr. Wonderful,Comedy
500,Mrs. Doubtfire,Comedy
501,Naked,Drama
502,Next Karate KidThe,Action
503,New AgeThe,Drama
504,No Escape,Action
505,North,Comedy
506,Orlando,Drama
507,Perfect WorldA,Action
508,Philadelphia,Drama
509,PianoThe,Drama
510,Poetic Justice,Drama
511,ProgramThe,Action
512,Robert A. Heinlein's The Puppet Masters,Horror
513,Radioland Murders,Comedy
514,RefThe,Comedy
515,Remains of the DayThe,Drama
516,Renaissance Man,Comedy
517,Rising Sun,Action
518,Road to WellvilleThe,Comedy
519,Robocop 3,Sci-Fi
520,Robin Hood: Men in Tights,Comedy
521,Romeo Is Bleeding,Crime
522,Romper Stomper,Action
523,Ruby in Paradise,Drama
524,Rudy,Drama
525,Saint of Fort WashingtonThe,Drama
526,Savage Nights (Nuits fauvesLes),Drama
527,Schindler's List,Drama
528,ScoutThe,Drama
529,Searching for Bobby Fischer,Drama
530,Second Best,Drama
531,Secret GardenThe,Children's
532,Serial Mom,Comedy
533,ShadowThe,Action
534,Shadowlands,Drama
535,Short Cuts,Drama
536,Simple Twist of FateA,Drama
537,Sirens,Comedy
538,Six Degrees of Separation,Drama
539,Sleepless in Seattle,Comedy
540,Sliver,Thriller
541,Blade Runner,Film-Noir
542,Son in Law,Comedy
543,So I Married an Axe Murderer,Comedy
544,Striking Distance,Action
545,Harlem,Drama
546,Super Mario Bros.,Action
547,Surviving the Game,Action
548,Terminal Velocity,Action
549,Thirty-Two Short Films About Glenn Gould,Documentary
550,Threesome,Comedy
551,Nightmare Before ChristmasThe,Children's
552,Three MusketeersThe,Action
553,Tombstone,Western
554,Trial by Jury,Thriller
555,True Romance,Action
556,War RoomThe,Documentary
557,Mamma Roma,Drama
558,PagemasterThe,Action
559,ParisFrance,Comedy
560,Beans of EgyptMaineThe,Drama
561,Killer (Bulletproof Heart),Thriller
562,Welcome to the Dollhouse,Comedy
563,Germinal,Drama
564,Chasers,Comedy
565,Cronos,Horror
566,Naked in New York,Comedy
567,Kika,Drama
568,Bhaji on the Beach,Comedy
569,Little Big League,Children's
570,SlingshotThe (K�disbellan ),Comedy
571,Wedding GiftThe,Drama
572,Foreign Student,Drama
573,CiaoProfessore! (Io speriamo che me la cavo ),Drama
574,Spanking the Monkey,Comedy
575,Little RascalsThe,Children's
576,Fausto,Comedy
577,Andre,Adventure
578,Hour of the PigThe,Drama
579,ScortaLa,Thriller
580,Princess Caraboo,Drama
581,Celluloid ClosetThe,Documentary
582,Metisse (Caf� au Lait),Comedy
583,Dear Diary (Caro Diario),Comedy
584,I Don't Want to Talk About It (De eso no se habla),Drama
585,Brady Bunch MovieThe,Comedy
586,Home Alone,Children's
587,Ghost,Comedy
588,Aladdin,Animation
589,Terminator 2: Judgment Day,Action
590,Dances with Wolves,Adventure
591,Tough and Deadly,Action
592,Batman,Action
593,Silence of the LambsThe,Drama
594,Snow White and the Seven Dwarfs,Animation
595,Beauty and the Beast,Animation
596,Pinocchio,Animation
597,Pretty Woman,Comedy
598,Window to Paris,Comedy
599,Wild BunchThe,Western
600,Love and a .45,Thriller
601,Wooden Man's BrideThe (Wu Kui),Drama
602,Great Day in HarlemA,Documentary
603,Bye ByeLove,Comedy
604,Criminals,Documentary
605,One Fine Day,Drama
606,Candyman: Farewell to the Flesh,Horror
607,Century,Drama
608,Fargo,Crime
609,Homeward Bound II: Lost in San Francisco,Adventure
610,Heavy Metal,Action
611,Hellraiser: Bloodline,Action
612,PallbearerThe,Comedy
613,Jane Eyre,Drama
614,Loaded,Drama
615,Bread and Chocolate (Pane e cioccolata),Drama
616,AristocatsThe,Animation
617,Flower of My SecretThe (La Flor de Mi Secreto),Drama
618,Two Much,Comedy
619,Ed,Comedy
620,Scream of Stone (Schrei aus Stein),Drama
621,My Favorite Season,Drama
623,Modern AffairA,Romance
624,Condition Red,Action
625,Asfour Stah,Drama
626,Thin Line Between Love and HateA,Comedy
627,Last SupperThe,Drama
628,Primal Fear,Drama
629,Rude,Drama
630,Carried Away,Drama
631,All Dogs Go to Heaven 2,Animation
632,Land and Freedom (Tierra y libertad),War
633,Denise Calls Up,Comedy
634,Theodore Rex,Comedy
635,Family ThingA,Comedy
636,Frisk,Drama
637,Sgt. Bilko,Comedy
638,Jack and Sarah,Romance
639,Girl 6,Comedy
640,Diabolique,Drama
641,Little IndianBig City (Un indien dans la ville),Comedy
642,Roula,Drama
643,Peanuts - Die Bank zahlt alles,Comedy
644,Happy Weekend,Comedy
645,Nelly & Monsieur Arnaud,Drama
647,Courage Under Fire,Drama
648,Mission: Impossible,Action
649,Cold Fever (� k�ldum klaka),Comedy
650,Moll Flanders,Drama
651,SuperweibDas,Comedy
652,301302,Mystery
653,Dragonheart,Action
654,Und keiner weint mir nach,Drama
655,Mutters Courage,Comedy
656,Eddie,Comedy
657,Yankee Zulu,Comedy
658,Billy's Holiday,Drama
659,Purple Noon,Crime
660,August,Drama
661,James and the Giant Peach,Animation
662,Fear,Thriller
663,Kids in the Hall: Brain Candy,Comedy
664,Faithful,Comedy
665,Underground,War
666,All Things Fair,Drama
667,Bloodsport 2,Action
668,Pather Panchali,Drama
669,Aparajito,Drama
670,World of ApuThe (Apur Sansar),Drama
671,Mystery Science Theater 3000: The Movie,Comedy
672,Tarantella,Drama
673,Space Jam,Adventure
674,Barbarella,Adventure
675,Hostile Intentions,Action
676,They Bite,Drama
678,Some Folks Call It a Sling Blade,Drama
679,Run of the CountryThe,Drama
680,Alphaville,Sci-Fi
681,Clean Slate (Coup de Torchon),Crime
682,Tigrero: A Film That Was Never Made,Documentary
683,Eye of VichyThe (Oeil de VichyL'),Documentary
684,Windows,Drama
685,It's My Party,Drama
687,Country Life,Drama
688,Operation Dumbo Drop,Action
690,PromiseThe (VersprechenDas),Romance
691,Mrs. Winterbourne,Comedy
692,Solo,Action
693,Under the Domin Tree (Etz Hadomim Tafus),Drama
694,SubstituteThe,Action
695,True Crime,Mystery
696,Butterfly Kiss,Thriller
697,Feeling Minnesota,Drama
698,Delta of Venus,Drama
699,To Cross the Rubicon,Drama
700,Angus,Comedy
701,Daens,Drama
702,Faces,Drama
703,Boys,Drama
704,QuestThe,Action
705,Cosi,Comedy
706,Sunset Park,Drama
707,Mulholland Falls,Crime
708,Truth About Cats & DogsThe,Comedy
709,Oliver & Company,Animation
710,Celtic Pride,Comedy
711,Flipper,Adventure
712,Captives,Drama
713,Of Love and Shadows,Drama
714,Dead Man,Western
715,Horseman on the RoofThe (Hussard sur le toitLe),Drama
716,Switchblade Sisters,Crime
717,Mouth to Mouth (Boca a boca),Comedy
718,VisitorsThe (Les Visiteurs),Comedy
719,Multiplicity,Comedy
720,Wallace & Gromit: The Best of Aardman Animation,Animation
721,Halfmoon (Paul Bowles - Halbmond),Drama
722,Haunted World of Edward D. Wood Jr.The,Documentary
723,Two Friends,Drama
724,CraftThe,Drama
725,Great White HypeThe,Comedy
726,Last Dance,Drama
727,War Stories,Documentary
728,Cold Comfort Farm,Comedy
729,Institute Benjamentaor This Dream People Call Human Life,Drama
730,Low LifeThe,Drama
731,Heaven's Prisoners,Mystery
732,Original Gangstas,Crime
733,RockThe,Action
734,Getting Away With Murder,Comedy
735,Cemetery Man (Dellamorte Dellamore),Comedy
736,Twister,Action
737,Barb Wire,Action
738,GarcuLe,Drama
739,Honigmond,Comedy
741,Ghost in the Shell (Kokaku kidotai),Animation
742,Thinner,Horror
743,Spy Hard,Comedy
744,Brothers in Trouble,Drama
745,Close ShaveA,Animation
746,Force of Evil,Film-Noir
747,StupidsThe,Comedy
748,ArrivalThe,Action
749,Man from Down UnderThe,Drama
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi
751,Careful,Comedy
752,Vermont Is For Lovers,Comedy
753,Month by the LakeA,Comedy
754,Gold Diggers: The Secret of Bear Mountain,Adventure
755,Kim,Children's
756,Carmen Miranda: Bananas Is My Business,Documentary
757,Ashes of Time,Drama
758,JarThe (Khomreh),Drama
759,Maya Lin: A Strong Clear Vision,Documentary
760,Stalingrad,War
761,PhantomThe,Adventure
762,Striptease,Comedy
763,Last of the High KingsThe (a.k.a. Summer Fling),Drama
764,Heavy,Drama
765,Jack,Comedy
766,I Shot Andy Warhol,Drama
767,Grass HarpThe,Drama
768,Someone Else's America,Drama
769,Marlene Dietrich: Shadow and Light,Documentary
770,Costa Brava,Drama
771,Vie est belleLa (Life is Rosey),Comedy
772,Quartier Mozart,Comedy
773,Touki Bouki (Journey of the Hyena),Drama
774,Wend Kuuni (God's Gift),Drama
775,Spirits of the Dead (Tre Passi nel Delirio),Horror
776,Babyfever,Comedy
777,Pharaoh's Army,War
778,Trainspotting,Drama
779,'Til There Was You,Drama
780,Independence Day (ID4),Action
781,Stealing Beauty,Drama
782,FanThe,Thriller
783,Hunchback of Notre DameThe,Animation
784,Cable GuyThe,Comedy
785,Kingpin,Comedy
786,Eraser,Action
787,Gate of Heavenly PeaceThe,Documentary
788,Nutty ProfessorThe,Comedy
789,IWorst of All (Yola peor de todas),Drama
790,An Unforgettable Summer,Drama
791,Last Klezmer: Leopold KozlowskiHis Life and MusicThe,Documentary
792,Hungarian Fairy TaleA,Fantasy
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),Drama
794,Midnight Dancers (Sibak),Comedy
795,Somebody to Love,Drama
796,Very Natural ThingA,Drama
797,Old Lady Who Walked in the SeaThe (Vieille qui marchait dans la merLa),Comedy
798,Daylight,Action
799,FrightenersThe,Comedy
800,Lone Star,Drama
801,Harriet the Spy,Children's
802,Phenomenon,Drama
803,Walking and Talking,Romance
804,She's the One,Comedy
805,Time to KillA,Drama
806,American Buffalo,Drama
807,Rendezvous in Paris (Rendez-vous de ParisLes),Comedy
808,Alaska,Adventure
809,Fled,Action
810,Kazaam,Children's
811,Bewegte MannDer,Comedy
812,Magic Hunter,Drama
813,Larger Than Life,Comedy
814,Boy Called HateA,Drama
815,Power 98,Action
816,Two Deaths,Drama
818,Very Brady SequelA,Comedy
819,Stefano Quantestorie,Comedy
820,Death in the Garden (Mort en ce jardinLa),Drama
821,Crude OasisThe,Romance
822,Hedd Wyn,Drama
823,CollectionneuseLa,Drama
824,Kaspar Hauser,Drama
825,Echte Kerle,Comedy
826,Diebinnen,Drama
827,ConventThe (ConventoO),Drama
828,Adventures of PinocchioThe,Adventure
829,Joe's Apartment,Comedy
830,First Wives ClubThe,Comedy
831,Stonewall,Drama
832,Ransom,Drama
833,High School High,Comedy
834,Phat Beach,Comedy
835,Foxfire,Drama
836,Chain Reaction,Action
837,Matilda,Children's
838,Emma,Comedy
839,Crow: City of AngelsThe,Action
840,House Arrest,Comedy
841,Eyes Without a Face,Horror
842,Tales from the Crypt Presents: Bordello of Blood,Horror
843,Lotto Land,Drama
844,Story of XinghuaThe,Drama
845,Day the Sun Turned ColdThe (Tianguo niezi),Drama
846,Flirt,Drama
847,Big SqueezeThe,Comedy
848,Spitfire GrillThe,Drama
849,Escape from L.A.,Action
850,Cyclo,Crime
851,Basquiat,Drama
852,Tin Cup,Comedy
853,Dingo,Drama
854,Ballad of NarayamaThe (Narayama Bushiko),Drama
855,Every Other Weekend,Drama
856,Mille bolle blu,Comedy
857,Crows and Sparrows,Drama
858,GodfatherThe,Action
859,Hippie RevolutionThe,Documentary
860,MaybeMaybe Not (Bewegte MannDer),Comedy
861,Supercop,Action
862,Manny & Lo,Drama
863,Celestial Clockwork,Comedy
864,WifeThe,Comedy
865,Small Faces,Drama
866,Bound,Crime
867,Carpool,Comedy
868,Death in Brunswick,Comedy
869,Kansas City,Crime
870,Gone Fishin',Comedy
871,Lover's Knot,Comedy
872,Aiqing wansui,Drama
873,Shadow of Angels (Schatten der Engel),Drama
874,Killer: A Journal of Murder,Crime
875,Nothing to Lose,Drama
876,Police Story 4: Project S (Chao ji ji hua),Action
877,Girls Town,Drama
878,Bye-Bye,Drama
879,RelicThe,Horror
880,Island of Dr. MoreauThe,Sci-Fi
881,First Kid,Children's
882,Trigger EffectThe,Drama
884,Sweet Nothing,Drama
885,Bogus,Children's
886,Bulletproof,Action
887,Talk of Angels,Drama
888,Land Before Time III: The Time of the Great Giving,Animation
889,1-900,Romance
890,Baton Rouge,Thriller
891,Halloween: The Curse of Michael Myers,Horror
892,Twelfth Night,Comedy
893,Mother Night,Drama
894,Liebelei,Romance
895,Venice/Venice,Drama
896,Wild Reeds,Drama
897,For Whom the Bell Tolls,Adventure
898,Philadelphia StoryThe,Comedy
899,Singin' in the Rain,Musical
900,American in ParisAn,Musical
901,Funny Face,Comedy
902,Breakfast at Tiffany's,Drama
903,Vertigo,Mystery
904,Rear Window,Mystery
